//JobNo,Skill-ID,MaxLv{,BaseLvReq,JobLvReq},Prerequisite Skill-ID-1,Prerequisite Skill-ID-1-Lv,PrereqSkill-ID-2,PrereqSkill-ID-2-Lv,PrereqSkill-ID-3,PrereqSkill-ID-3-Lv,PrereqSkill-ID-4,PrereqSkill-ID-4-Lv,PrereqSkill-ID-5,PrereqSkill-ID-5-Lv//CLASS_SKILLNAME#Skill Name#

// Sky Emperor
4303,5430,5,5426,1,5427,1,5428,1,5429,1,0,0,0,0 //SOA_TALISMAN_OF_FOUR_BEARING_GOD##
4303,5431,5,5417,3,5423,1,5430,1,0,0,0,0,0,0 //SOA_CIRCLE_OF_DIRECTIONS_AND_ELEMENTALS##
4303,5432,10,5418,5,5419,5,5420,5,5423,5,0,0,0,0 //SOA_SOUL_OF_HEAVEN_AND_EARTH##

// Shinkiro
4304,1,9,0,0,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
4304,142,1,0,0,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
4304,522,10,0,0,0,0,0,0,0,0,0,0,0,0 //NJ_TOBIDOUGU#NJ_TOBIDOUGU#
4304,523,10,522,1,0,0,0,0,0,0,0,0,0,0 //NJ_SYURIKEN#NJ_SYURIKEN#
4304,524,5,523,5,0,0,0,0,0,0,0,0,0,0 //NJ_KUNAI#NJ_KUNAI#
4304,525,5,522,5,524,5,0,0,0,0,0,0,0,0 //NJ_HUUMA#NJ_HUUMA#
4304,526,10,522,10,525,5,0,0,0,0,0,0,0,0 //NJ_ZENYNAGE#NJ_ZENYNAGE#
4304,527,5,0,0,0,0,0,0,0,0,0,0,0,0 //NJ_TATAMIGAESHI#NJ_TATAMIGAESHI#
4304,528,10,529,1,0,0,0,0,0,0,0,0,0,0 //NJ_KASUMIKIRI#NJ_KASUMIKIRI#
4304,529,5,527,1,0,0,0,0,0,0,0,0,0,0 //NJ_SHADOWJUMP#NJ_SHADOWJUMP#
4304,530,5,528,5,0,0,0,0,0,0,0,0,0,0 //NJ_KIRIKAGE#NJ_KIRIKAGE#
4304,531,5,529,5,0,0,0,0,0,0,0,0,0,0 //NJ_UTSUSEMI#NJ_UTSUSEMI#
4304,532,10,531,4,530,3,543,1,0,0,0,0,0,0 //NJ_BUNSINJYUTSU#NJ_BUNSINJYUTSU#
4304,533,10,0,0,0,0,0,0,0,0,0,0,0,0 //NJ_NINPOU#NJ_NINPOU#
4304,534,10,533,1,0,0,0,0,0,0,0,0,0,0 //NJ_KOUENKA#NJ_KOUENKA#
4304,535,10,534,5,0,0,0,0,0,0,0,0,0,0 //NJ_KAENSIN#NJ_KAENSIN#
4304,536,5,533,10,535,7,0,0,0,0,0,0,0,0 //NJ_BAKUENRYU#NJ_BAKUENRYU#
4304,537,10,533,1,0,0,0,0,0,0,0,0,0,0 //NJ_HYOUSENSOU#NJ_HYOUSENSOU#
4304,538,10,537,5,0,0,0,0,0,0,0,0,0,0 //NJ_SUITON#NJ_SUITON#
4304,539,5,533,10,538,7,0,0,0,0,0,0,0,0 //NJ_HYOUSYOURAKU#NJ_HYOUSYOURAKU#
4304,540,10,533,1,0,0,0,0,0,0,0,0,0,0 //NJ_HUUJIN#NJ_HUUJIN#
4304,541,5,540,5,0,0,0,0,0,0,0,0,0,0 //NJ_RAIGEKISAI#NJ_RAIGEKISAI#
4304,542,5,533,10,541,5,0,0,0,0,0,0,0,0 //NJ_KAMAITACHI#NJ_KAMAITACHI#
4304,543,5,533,5,0,0,0,0,0,0,0,0,0,0 //NJ_NEN#NJ_NEN#
4304,544,10,522,7,530,5,543,1,0,0,0,0,0,0 //NJ_ISSEN#NJ_ISSEN#
4304,410,1,0,0,0,0,0,0,0,0,0,0,0,0 //WE_CALLBABY#Call Baby#
4304,3001,1,530,5,0,0,0,0,0,0,0,0,0,0 //KO_YAMIKUMO##
4304,3002,5,0,0,0,0,0,0,0,0,0,0,0,0 //KO_RIGHT##
4304,3003,5,0,0,0,0,0,0,0,0,0,0,0,0 //KO_LEFT##
4304,3004,10,3001,1,0,0,0,0,0,0,0,0,0,0 //KO_JYUMONJIKIRI##
4304,3005,5,3004,2,0,0,0,0,0,0,0,0,0,0 //KO_SETSUDAN##
4304,3006,5,524,5,0,0,0,0,0,0,0,0,0,0 //KO_BAKURETSU##
4304,3007,5,3006,1,0,0,0,0,0,0,0,0,0,0 //KO_HAPPOKUNAI##
4304,3008,10,3010,3,0,0,0,0,0,0,0,0,0,0 //KO_MUCHANAGE##
4304,3009,10,525,5,0,0,0,0,0,0,0,0,0,0 //KO_HUUMARANKA##
4304,3010,5,526,1,0,0,0,0,0,0,0,0,0,0 //KO_MAKIBISHI##
4304,3011,5,533,10,0,0,0,0,0,0,0,0,0,0 //KO_MEIKYOUSISUI##
4304,3012,5,531,1,0,0,0,0,0,0,0,0,0,0 //KO_ZANZOU##
4304,3013,5,3021,2,0,0,0,0,0,0,0,0,0,0 //KO_KYOUGAKU##
4304,3014,5,3013,3,0,0,0,0,0,0,0,0,0,0 //KO_JYUSATSU##
4304,3015,1,0,0,0,0,0,0,0,0,0,0,0,0 //KO_KAHU_ENTEN##
4304,3016,1,0,0,0,0,0,0,0,0,0,0,0,0 //KO_HYOUHU_HUBUKI##
4304,3017,1,0,0,0,0,0,0,0,0,0,0,0,0 //KO_KAZEHU_SEIRAN##
4304,3018,1,0,0,0,0,0,0,0,0,0,0,0,0 //KO_DOHU_KOUKAI##
4304,3019,1,3015,1,3016,1,3017,1,3018,1,0,0,0,0 //KO_KAIHOU##
4304,3020,1,3019,1,3022,1,0,0,0,0,0,0,0,0 //KO_ZENKAI##
4304,3021,5,531,1,0,0,0,0,0,0,0,0,0,0 //KO_GENWAKU##
4304,3022,5,533,5,0,0,0,0,0,0,0,0,0,0 //KO_IZAYOI##
4304,3023,5,3012,1,0,0,0,0,0,0,0,0,0,0 //KG_KAGEHUMI##
4304,3024,5,3023,2,0,0,0,0,0,0,0,0,0,0 //KG_KYOMU##
4304,3025,5,3024,3,0,0,0,0,0,0,0,0,0,0 //KG_KAGEMUSYA##
4304,5476,5,5479,1,0,0,0,0,0,0,0,0,0,0 //SS_TOKEDASU##
4304,5477,5,5479,1,0,0,0,0,0,0,0,0,0,0 //SS_SHIMIRU##
4304,5478,1,0,0,0,0,0,0,0,0,0,0,0,0 //SS_AKUMUKESU##
4304,5479,1,0,0,0,0,0,0,0,0,0,0,0,0 //SS_SHINKIROU##
4304,5480,10,5479,1,0,0,0,0,0,0,0,0,0,0 //SS_KAGEGARI##
4304,5481,10,5480,3,0,0,0,0,0,0,0,0,0,0 //SS_KAGENOMAI##
4304,5482,10,5481,5,0,0,0,0,0,0,0,0,0,0 //SS_KAGEGISSEN##
4304,5483,10,5485,3,0,0,0,0,0,0,0,0,0,0 //SS_FUUMASHOUAKU##
4304,5484,10,5483,5,0,0,0,0,0,0,0,0,0,0 //SS_FUUMAKOUCHIKU##
4304,5485,10,5479,1,0,0,0,0,0,0,0,0,0,0 //SS_KUNAIWAIKYOKU##
4304,5486,5,5485,3,0,0,0,0,0,0,0,0,0,0 //SS_KUNAIKAITEN##
4304,5487,10,5486,5,0,0,0,0,0,0,0,0,0,0 //SS_KUNAIKUSSETSU##
4304,5488,10,0,0,0,0,0,0,0,0,0,0,0,0 //SS_SEKIENHOU##
4304,5489,10,0,0,0,0,0,0,0,0,0,0,0,0 //SS_REIKETSUHOU##
4304,5490,10,0,0,0,0,0,0,0,0,0,0,0,0 //SS_RAIDENPOU##
4304,5491,10,0,0,0,0,0,0,0,0,0,0,0,0 //SS_KINRYUUHOU##
4304,5492,10,0,0,0,0,0,0,0,0,0,0,0,0 //SS_ANTENPOU##
4304,5493,1,5479,1,5482,7,0,0,0,0,0,0,0,0 //SS_KAGEAKUMU##
4304,5494,1,5479,1,5485,5,5486,5,5487,5,0,0,0,0 //SS_HITOUAKUMU##
4304,5495,1,5479,1,5488,5,5489,5,5490,5,5491,5,5492,5 //SS_ANKOKURYUUAKUMU##

// Shiranui
4305,1,9,0,0,0,0,0,0,0,0,0,0,0,0 //NV_BASIC#Basic Skill#
4305,142,1,0,0,0,0,0,0,0,0,0,0,0,0 //NV_FIRSTAID#First Aid#
4305,522,10,0,0,0,0,0,0,0,0,0,0,0,0 //NJ_TOBIDOUGU#NJ_TOBIDOUGU#
4305,523,10,522,1,0,0,0,0,0,0,0,0,0,0 //NJ_SYURIKEN#NJ_SYURIKEN#
4305,524,5,523,5,0,0,0,0,0,0,0,0,0,0 //NJ_KUNAI#NJ_KUNAI#
4305,525,5,522,5,524,5,0,0,0,0,0,0,0,0 //NJ_HUUMA#NJ_HUUMA#
4305,526,10,522,10,525,5,0,0,0,0,0,0,0,0 //NJ_ZENYNAGE#NJ_ZENYNAGE#
4305,527,5,0,0,0,0,0,0,0,0,0,0,0,0 //NJ_TATAMIGAESHI#NJ_TATAMIGAESHI#
4305,528,10,529,1,0,0,0,0,0,0,0,0,0,0 //NJ_KASUMIKIRI#NJ_KASUMIKIRI#
4305,529,5,527,1,0,0,0,0,0,0,0,0,0,0 //NJ_SHADOWJUMP#NJ_SHADOWJUMP#
4305,530,5,528,5,0,0,0,0,0,0,0,0,0,0 //NJ_KIRIKAGE#NJ_KIRIKAGE#
4305,531,5,529,5,0,0,0,0,0,0,0,0,0,0 //NJ_UTSUSEMI#NJ_UTSUSEMI#
4305,532,10,531,4,530,3,543,1,0,0,0,0,0,0 //NJ_BUNSINJYUTSU#NJ_BUNSINJYUTSU#
4305,533,10,0,0,0,0,0,0,0,0,0,0,0,0 //NJ_NINPOU#NJ_NINPOU#
4305,534,10,533,1,0,0,0,0,0,0,0,0,0,0 //NJ_KOUENKA#NJ_KOUENKA#
4305,535,10,534,5,0,0,0,0,0,0,0,0,0,0 //NJ_KAENSIN#NJ_KAENSIN#
4305,536,5,533,10,535,7,0,0,0,0,0,0,0,0 //NJ_BAKUENRYU#NJ_BAKUENRYU#
4305,537,10,533,1,0,0,0,0,0,0,0,0,0,0 //NJ_HYOUSENSOU#NJ_HYOUSENSOU#
4305,538,10,537,5,0,0,0,0,0,0,0,0,0,0 //NJ_SUITON#NJ_SUITON#
4305,539,5,533,10,538,7,0,0,0,0,0,0,0,0 //NJ_HYOUSYOURAKU#NJ_HYOUSYOURAKU#
4305,540,10,533,1,0,0,0,0,0,0,0,0,0,0 //NJ_HUUJIN#NJ_HUUJIN#
4305,541,5,540,5,0,0,0,0,0,0,0,0,0,0 //NJ_RAIGEKISAI#NJ_RAIGEKISAI#
4305,542,5,533,10,541,5,0,0,0,0,0,0,0,0 //NJ_KAMAITACHI#NJ_KAMAITACHI#
4305,543,5,533,5,0,0,0,0,0,0,0,0,0,0 //NJ_NEN#NJ_NEN#
4305,544,10,522,7,530,5,543,1,0,0,0,0,0,0 //NJ_ISSEN#NJ_ISSEN#
4305,410,1,0,0,0,0,0,0,0,0,0,0,0,0 //WE_CALLBABY#Call Baby#
4305,3001,1,530,5,0,0,0,0,0,0,0,0,0,0 //KO_YAMIKUMO##
4305,3002,5,0,0,0,0,0,0,0,0,0,0,0,0 //KO_RIGHT##
4305,3003,5,0,0,0,0,0,0,0,0,0,0,0,0 //KO_LEFT##
4305,3004,10,3001,1,0,0,0,0,0,0,0,0,0,0 //KO_JYUMONJIKIRI##
4305,3005,5,3004,2,0,0,0,0,0,0,0,0,0,0 //KO_SETSUDAN##
4305,3006,5,524,5,0,0,0,0,0,0,0,0,0,0 //KO_BAKURETSU##
4305,3007,5,3006,1,0,0,0,0,0,0,0,0,0,0 //KO_HAPPOKUNAI##
4305,3008,10,3010,3,0,0,0,0,0,0,0,0,0,0 //KO_MUCHANAGE##
4305,3009,10,525,5,0,0,0,0,0,0,0,0,0,0 //KO_HUUMARANKA##
4305,3010,5,526,1,0,0,0,0,0,0,0,0,0,0 //KO_MAKIBISHI##
4305,3011,5,533,10,0,0,0,0,0,0,0,0,0,0 //KO_MEIKYOUSISUI##
4305,3012,5,531,1,0,0,0,0,0,0,0,0,0,0 //KO_ZANZOU##
4305,3013,5,3021,2,0,0,0,0,0,0,0,0,0,0 //KO_KYOUGAKU##
